X,Y,OBJECTID,REF_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,OWNER,OPERNAME,RMP_ID,EPA_ID,POSREL,CAPACITY,US_RANK,CRUDE,VACDIST,COKING,THERMALOP,CATCRACK,CATREFORM,CATHYDCRCK,CATHYDTRT,ALKY,POLDIM,AROMATIC,ISOMER,LUBES,OXYGENATES,HYDRGN,COKE,SULFUR,ASPHALT
-98.46019,29.34757,4,REF480005,SAN ANTONIO,7811 S PRESA STREET,SAN ANTONIO,TX,78223,3547,(210) 918-7414,SMALL LUBRICANTS REFINERY,IN SERVICE,50,BEXAR,48029,USA,29.34757,-98.46019,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.calumetspecialty.com,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",CALUMET LUBRICANTS CO,50434,1E+11,WITHIN 166 FEET,20000,117,20000,0,0,0,0,5600,0,14000,0,0,0,0,0,0,0,0,0,0
-94.90828,29.36763,6,REF480008,TEXAS CITY,1301 LOOP 197 SOUTH,TEXAS CITY,TX,77590,NOT AVAILABLE,(409) 948-7296,LARGE COMPLEX REFINERY,IN SERVICE,509,GALVESTON,48167,USA,29.36763,-94.90828,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.valero.com/en-us,VALERO ENERGY CORP,VALERO REFINING CO TEXAS LP,51895,1E+11,WITHIN 166 FEET,225000,32,225000,133500,50825,0,81700,17195,0,286000,14700,0,0,6500,0,0,0,19000,680,0
-94.90798,29.37542,7,REF480009,TEXAS CITY,502 10TH STREET SOUTH,TEXAS CITY,TX,77590,NOT AVAILABLE,(409) 943-7270,SMALL MEDIUM COMPLEXITY REFINERY THAT PROCESSES SWEET CRUDE,IN SERVICE,276,GALVESTON,48167,USA,29.37542,-94.90798,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,52497,1E+11,WITHIN 166 FEET,86000,73,86000,0,0,0,55600,10500,0,0,14500,0,2900,0,0,0,0,0,40,0
-95.01026,29.74285,8,REF480010,BAYTOWN,2800 DECKER DR/4500 BAYWAY DRIVE,BAYTOWN,TX,77520,2127,(281) 834-7342,VERY LARGE AND HIGHLY COMPLEX REFINERY,IN SERVICE,1307,HARRIS,48201,USA,29.74285,-95.01026,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.exxonmobilchemical.com,EXXON MOBIL CORP,EXXONMOBIL REFINING & SUPPLY CO,52558,1E+11,WITHIN 166 FEET,560500,2,560500,297000,91300,0,212500,120000,26500,794000,41000,0,0,0,28000,0,0,22750,1828,0
-98.18771,28.45728,11,REF480013,THREE RIVERS,301 LEROY STREET,THREE RIVERS,TX,78071,490,(361) 786-8242,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,302,LIVE OAK,48297,USA,28.45728,-98.18771,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.valero.com/en-us,VALERO ENERGY CORP,VALERO ENERGY CORPORATION,53371,1E+11,WITHIN 166 FEET,89000,71,89000,33500,0,0,23030,32757,27440,79000,6500,0,10800,6000,1900,0,0,0,134,0
-95.2536,29.72181,12,REF480014,HOUSTON,9701 MANCHESTER,HOUSTON,TX,77012,NOT AVAILABLE,(713) 923-3378,LARGE COMPLEX REFINERY,IN SERVICE,340,HARRIS,48201,USA,29.72181,-95.2536,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.valero.com/en-us,VALERO ENERGY CORP,VALERO REFINING CO TEXAS LP,54001,1E+11,WITHIN 166 FEET,191000,36,191000,38000,0,0,68300,0,64400,57600,11900,0,0,0,0,0,0,0,336,0
-95.2797,32.36172,14,REF480016,TYLER,1702 E COMMERCE STREET,TYLER,TX,75702,NOT AVAILABLE,(903) 579-3404,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,254,SMITH,48423,USA,32.36172,-95.2797,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.delekus.com,DELEK GROUP LTD,DELEK REFINING LTD,54266,1E+11,WITHIN 166 FEET,72000,86,72000,28000,6000,0,19000,17000,0,77000,4700,0,0,0,0,0,0,1500,39,0
-101.88038,35.95528,16,REF480018,SUNRAY,6701 FM 119,SUNRAY,TX,79029,NOT AVAILABLE,(806) 935-1354,MEDIUM COMPLEX REFINERY,IN SERVICE,435,MOORE,48341,USA,35.95528,-101.88038,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.valero.com/en-us,VALERO ENERGY CORP,VALERO ENERGY CORPORATION,55630,1E+11,WITHIN 166 FEET,195000,35,195000,50000,0,0,52500,45500,25500,130100,9800,0,0,6000,0,0,30,0,75,12000
-95.20804,29.7231,17,REF480019,PASADENA,111 RED BLUFF ROAD,PASADENA,TX,77506,1530,(713) 920-4152,MEDIUM SIZED COMPLEX REFINERY WITH A HIGH GASOLINE YIELD,IN SERVICE,345,HARRIS,48201,USA,29.7231,-95.20804,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.petrobras.com,PETROBRAS AMERICA INC,PASADENA REFINING SYSTEMS INC,55654,1E+11,WITHIN 166 FEET,112229,61,112229,38000,0,0,50440,21340,0,78000,12500,0,0,0,0,0,0,0,28,0
-95.23472,29.71373,39,REF480042,HOUSTON,12000 LAWNDALE AVE,HOUSTON,TX,77017,NOT AVAILABLE,(713) 321-4111,VERY LARGE COMPLEX REFINERY,IN SERVICE,983,HARRIS,48201,USA,29.71373,-95.23472,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.lyondellbasell.com,ACCESS INDUSTRIES,HOUSTON REFINING LP,1000006277,1E+11,WITHIN 166 FEET,263776,20,263776,196500,93795,0,84679,0,0,393475,11250,0,19500,0,3895,0,0,29850,1123,0
-94.0689,30.06365,40,REF480043,BEAUMONT,1795 BURT ST,BEAUMONT,TX,77701,NOT AVAILABLE,(409) 757-6012,LARGE COMPLEX REFINERY,IN SERVICE,1166,JEFFERSON,48245,USA,30.06365,-94.0689,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://cdn.exxonmobil.com,EXXON MOBIL CORP,EXXONMOBIL REFINING & SUPPLY CO,1000006523,1E+11,WITHIN 166 FEET,362300,8,362300,148800,45500,0,113000,142000,61600,297300,14900,0,0,48200,0,0,0,15039,661,0
-95.74694,29.07292,46,REF480049,SWEENY,SOUTHWEST OF THE INTERSECTION OF FM 524 AND HWY 35,OLD OCEAN,TX,77480,NOT AVAILABLE,(979) 491-2707,LARGE COMPLEX REFINERY,IN SERVICE,923,BRAZORIA,48039,USA,29.07292,-95.74694,324110,PETROLEUM REFINERIES,EIA-820; EPA ENVIROFACTS,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.phillips66.com,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000008730,1E+11,WITHIN 166 FEET,247000,23,247000,132100,70900,0,109000,33780,0,366700,21700,0,11600,10100,0,0,0,22800,915,0
-94.22855,30.39826,55,REF480058,SILSBEE,7752 WEST FM 418,SILSBEE,TX,77656,NOT AVAILABLE,(409) 385-8312,SMALL AROMATICS PRODUCER,IN SERVICE,125,HARDIN,48199,USA,30.39826,-94.22855,324110,PETROLEUM REFINERIES,EIA-820; EPA ENVIROFACTS,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.southhamptonr.com,TEXAS OIL & CHEMICAL CO,SOUTH HAMPTON RESOURCES INC,1000009843,1E+11,WITHIN 166 FEET,0,140,0,0,0,0,0,1520,0,15000,0,0,1064,4400,0,0,0,0,0,0
-97.42639,27.80941,62,REF480065,CORPUS CHRISTI,1802 NUECES BAY BLVD.,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 844-4110,LARGE COMPLEX REFINERY,IN SERVICE,665,NUECES,48355,USA,27.80941,-97.42639,324110,PETROLEUM REFINERIES,EIA-820; EPA ENVIROFACTS,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://citgorefining.com,PDV AMERICA INC,CITGO REFINING & CHEMICAL INC,1000012233,1E+11,WITHIN 166 FEET,157500,46,157500,85300,41300,0,78400,46500,0,264100,23100,0,16300,0,0,0,0,17374,368,0
-93.96562,29.86055,64,REF480067,PORT ARTHUR,1801 S GULFWAY DRIVE,PORT ARTHUR,TX,77640,NOT AVAILABLE,(409) 985-1591,LARGE COMPLEX REFINERY,IN SERVICE,840,JEFFERSON,48245,USA,29.86055,-93.96562,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.valero.com/en-us,VALERO ENERGY CORP,PREMCOR REFINING GROUP INC,1000012276,1E+11,WITHIN 166 FEET,335000,11,335000,220000,95500,0,73000,43500,113000,331300,19500,0,0,0,0,0,0,32240,1490,0
-106.4036,31.76949,77,REF480082,EL PASO,6500 TROWBRIDGE DRIVE/212 N CLARK DR,EL PASO,TX,79905,NOT AVAILABLE,(602) 286-1777,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,420,EL PASO,48141,USA,31.76949,-106.4036,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.andeavor.com,ANDEAVOR,ANDEAVOR,1000018238,1E+11,WITHIN 166 FEET,122000,57,122000,56200,0,0,31000,25500,0,122700,13300,0,0,14600,0,0,12,0,0,7000
-97.42306,27.80624,78,REF480083,CORPUS CHRISTI EAST AND WEST,1607 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 241-4811,VERY LARGE COMPLEX REFINERY,IN SERVICE,22,NUECES,48355,USA,27.80624,-97.42306,324110,PETROLEUM REFINERIES,EIA-820; EPA ENVIROFACTS,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.fhr.com,KOCH INDUSTRIES INC,FLINT HILLS RESOURCES LP,1000018697,1E+11,WITHIN 166 FEET,296470,14,296470,87500,13300,0,104000,0,12300,354800,15500,0,0,13300,0,0,0,3968,426,0
-101.36159,35.69769,82,REF480088,BORGER,SPUR 119 NORTH,BORGER,TX,79007,271,(806) 275-1945,MEDIUM SIZED REFINERY INCLUDES AN NGL FRACTIONATION FACILITY,IN SERVICE,709,HUTCHINSON,48233,USA,35.69769,-101.36159,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.phillips66.com,WRB REFINING LP (PHILLIPS66/CENOVUS),PHILLIPS 66 COMPANY,1000019677,1E+11,WITHIN 166 FEET,146000,51,146000,80000,26100,0,55048,30310,0,187380,14000,0,0,61000,0,0,91,8000,340,0
-93.88862,29.96016,89,REF480095,PORT ARTHUR,HWY 366 AND 32ND STREET,PORT ARTHUR,TX,77642,NOT AVAILABLE,(409) 963-8319,LARGE COMPLEX REFINERY,IN SERVICE,500,JEFFERSON,48245,USA,29.96016,-93.88862,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.totalpetrochemicalsusa.com,TOTAL SA,TOTAL PETROCHEMICALS & REFINING USA,1000022056,1E+11,WITHIN 166 FEET,225500,31,225500,117000,55500,0,75500,40500,0,264500,6700,0,13600,7800,0,0,0,19200,806,0
-93.95994,29.88301,93,REF480099,PORT ARTHUR,2555 SAVANNAH AVENUE,PORT ARTHUR,TX,77640,3399,(409) 989-7015,VERY LARGE COMPLEX REFINERY,IN SERVICE,1050,JEFFERSON,48245,USA,29.88301,-93.95994,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.motiva.com,MOTIVA ENTERPRISES LLC,MOTIVA ENTERPRISES LLC,1000022816,1E+11,WITHIN 166 FEET,603000,1,603000,331800,150000,0,88000,121825,98700,537950,20000,0,0,49140,39000,0,0,48820,3203,0
-95.12778,29.72153,96,REF480102,DEER PARK,5900 STATE HIGHWAY 225 EAST,DEER PARK,TX,77536,NOT AVAILABLE,(713) 246-6151,VERY LARGE COMPLEX REFINERY,IN SERVICE,1519,HARRIS,48201,USA,29.72153,-95.12778,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.shell.us,DEER PARK REFINING LTD PTNRSHP,DEER PARK REFINING LTD PARTNERSHIP,1000024956,1E+11,WITHIN 166 FEET,325700,12,325700,180000,79500,0,67900,61600,52300,296000,18500,0,0,0,0,0,0,34000,1085,0
-95.11971,29.83178,99,REF480105,CHANNELVIEW,8280 SHELDON ROAD,CHANNELVIEW,TX,77049,NOT AVAILABLE,(713) 309-7894,ALKYLATION UNIT,IN SERVICE,558,HARRIS,48201,USA,29.83178,-95.11971,324110,PETROLEUM REFINERIES,EIA-820; EPA ENVIROFACTS,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.lyondellbasell.com,ACCESS INDUSTRIES,EQUISTAR CHEMICALS LP,1000027421,1E+11,WITHIN 166 FEET,0,141,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0
-101.41632,32.27045,105,REF480111,BIG SPRING,INTERSECTION OF IH 20 AND REFINERY ROAD,BIG SPRING,TX,79720,NOT AVAILABLE,(432) 263-9354,SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,191,HOWARD,48227,USA,32.27045,-101.41632,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.alonusa.com,ALON ISRAEL OIL COMPANY LTD,ALON USA ENERGY INC,1000028824,1E+11,WITHIN 166 FEET,73000,84,73000,24000,0,0,23000,20500,0,60000,5000,0,1000,0,0,0,0,0,150,7600
-94.92688,29.37217,120,REF480126,GALVESTON BAY,2800 FM 519 EAST,TEXAS CITY,TX,77590,NOT AVAILABLE,(409) 945-1970,VERY LARGE COMPLEX REFINERY,IN SERVICE,253,GALVESTON,48167,USA,29.37217,-94.92688,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.bp.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000032688,1E+11,WITHIN 166 FEET,459000,5,459000,237000,29800,0,130200,124300,144900,417000,41000,0,36500,0,0,0,0,11900,1452,0
-97.44167,27.8112,124,REF480131,BILL GREEHEY (CORPUS CHRISTI WEST AND EAST PLANTS),1300 CANTWELL BLVD,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 289-6000,VERY LARGE COMPLEX REFINERY,IN SERVICE,800,NUECES,48355,USA,27.8112,-97.44167,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.valero.com/en-us,VALERO ENERGY CORP,VALERO REFINING CO TEXAS LP,1000034257,1E+11,WITHIN 166 FEET,293000,15,293000,97000,16500,0,93500,48423,49500,302250,21300,0,15500,46000,0,0,275,6270,1288,38000
-97.78658,29.26145,126,REF480134,NIXON,11372 US HWY 87 E,NIXON,TX,78160,NOT AVAILABLE,(713) 568-4725,VERY SMALL SIMPLE REFINERY,IN SERVICE,-999,WILSON,48493,USA,29.26145,-97.78658,324110,PETROLEUM REFINERIES,EIA-820; EPA ENVIROFACTS,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.blue-dolphin-energy.com,BLUE DOLPHIN ENERGY CO,LAZARUS ENERGY LLC,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,13765,124,13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-95.218204,29.737676,148,REF480160,GALENA PARK SPLITTER,407 CLINTON DR,GALENA PARK,TX,77547,NOT AVAILABLE,(713) 420-5301,CONDENSATE SPLITTER,IN SERVICE,-999,HARRIS,48201,USA,29.737676,-95.218204,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.kindermorgan.com,KINDER MORGAN ENERGY PTNRS LP,KINDER MORGAN CRUDE & CONDENSATE,1000048337,1E+11,WITHIN 166 FEET,84000,78,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-97.507191,27.81794,149,REF480161,CORPUS CHRISTI,7209 UP RIVER RD,CORPUS CHRISTI,TX,78409,NOT AVAILABLE,(800) 422-2825,CONDENSATE SPLITTER,IN SERVICE,-999,NUECES,48355,USA,27.81794,-97.507191,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.buckeye.com,BUCKEYE PARTNERS LP,BUCKEYE TEXAS PROCESSING LLC,1000060277,1E+11,WITHIN 166 FEET,46250,100,46250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-97.436169,27.809312,150,REF480162,CORPUS CHRISTI CONDENSATE SPLITTER,1802 POTH LN/15 COUNTRY CLUB DRIVE,CORPUS CHRISTI,TX,78408,NOT AVAILABLE,(361) 903-1100,CONDENSATE SPLITTER,IN SERVICE,-999,NUECES,48355,USA,27.809312,-97.436169,324110,PETROLEUM REFINERIES,EIA-820; EPA ENVIROFACTS,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,https://www.magellanlp.com,MAGELLAN MIDSTREAM PARTNERS LP,MAGELLAN TERMINAL HOLDINGS LP,1000060844,1E+11,WITHIN 166 FEET,42500,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-95.122762,29.751112,151,REF480163,HOUSTON,1519 SOUTH SHELDON RD,HOUSTON,TX,77015,NOT AVAILABLE,(281) 695-9000,CRUDE OIL FRACTIONATION,IN SERVICE,-999,HARRIS,48201,USA,29.751112,-95.122762,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2018-01-31T00:00:00.000Z,http://www.petromaxrefining.com,PETROMAX REFINING CO LLC,PETROMAX REFINING CO LLC,1000050637,1E+11,WITHIN 166 FEET,25000,114,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-97.49173,27.81738,155,REF480136,TRIGEANT PETROLEUM - CORPUS CHRISTI,6600 UP RIVER ROAD,CORPUS CHRISTI,TX,78409,NOT AVAILABLE,(832) 426-3302,ASPHALT REFINERY,CLOSED,-999,NUECES,48355,USA,27.81738,-97.49173,324110,PETROLEUM REFINERIES,EIA-820; EPA TRI,2016-01-01T00:00:00.000Z,IMAGERY/OTHER,2016-03-10T00:00:00.000Z,http://www.pinoakcorpus.com,BTB REFINING LLC (GRAVITY),TRIGEANT PETROLEUM LTD,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,0,-999,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
